"Shannon","Simpson","Sample","Diet"
2.98210393595004,0.911119818881605,"SRR8146972","Omnivore"
3.41252216292136,0.948818472593288,"SRR8146973","Vegan"
2.53300057381433,0.853299067062338,"SRR8146974","Vegan"
3.22017602406623,0.930878466596747,"SRR8146975","Omnivore"
3.12246163864516,0.900640699751243,"SRR8146976","Omnivore"
2.84713244379703,0.897462314915175,"SRR8146977","Vegan"
